Nama_Obat;Manufacturer;Content;Indications;Contraindications;Adverse_Reactions;Diseases;MIMS_Class
Zypin;Amarox;Olanzapine;Acute & maintenance treatment of schizophrenia & other psychoses where positive &/or negative symptoms are prominent. Alleviates secondary affective symptoms commonly associated with schizophrenia & related disorders. Moderate to severe manic episode. Prevention of recurrence of manic episode in patients with bipolar disorder.;Hypersensitivity. Known risk of narrow-angle glaucoma.;"Weight gain; sedation; elevated plasma prolactin levels. Dry mouth. Adult: Somnolence; orthostatic hypotension. Eosinophilia, leukopenia, neutropenia; pyrexia; elevated cholesterol, glucose & triglyceride levels, glucosuria, increased appetite; dizziness, akathisia, parkinsonism, dyskinesia; mild, transient anticholinergic effect including constipation; transient, asymptomatic elevations of hepatic transaminases (ALT, AST); rash; arthralgia; asthenia, fatigue, oedema; increased alkaline phosphatase, high gamma-glutamyltransferase (GGT) & uric acid. Adolescent 13-17 year: Increased appetite; ALT/SGPT >3 x ULN, increased AST/SGOT & triglycerides, decreased total bilirubin & total cholesterol.";"Depression; Bipolar Disorder; Schizophrenia.";Antipsychotics
Asam Valproat Ikapharmindo;Ikapharmindo;Divalproex Na;Petit mal epilepsy.;Hypersensitivity. Impaired liver function. Pregnancy.;"Nausea, vomiting, diarrhea, abdominal cramp, constipation, heartburn; sedation, tremor, headache, sleepiness, dizziness; alopecia; thrombocytopenia, hyperammonemia, depression, psychosis.";"Epilepsy; Epilepsy (Pediatric); Headache; Migraine Headache; Bipolar Disorder; Rheumatic Fever - Acute.";Anticonvulsants
Depakene;Abbott Products;Valproic acid;Sole & adjunctive therapy in the treatment of simple & complex absence seizures. Adjunctively in patients with multiple seizures including absence seizures.;Hepatic disease & dysfunction.;Hemorrhage, bruising, hyperammonemia, nausea, vomiting, increased appetite, thrombocytopenia, anemia, bone marrow suppression, pancreatitis. GI irritation.;"Epilepsy; Epilepsy (Pediatric); Headache; Migraine Headache; Bipolar Disorder; Rheumatic Fever - Acute.";Anticonvulsants
Depakote ER;Abbott Products;Divalproex Na;Acute manic or mixed episodes associated with bipolar disorder with or without psychosis. Mono- & adjunctive therapy of complex partial seizures that occur either in isolation or in association with other seizure types & multiple seizure types including absence seizures. Migraine prophylaxis in adults.;Hepatic disease or significant dysfunction. Known urea cycle disorders.;"Nausea, vomiting, indigestion, diarrhea, abdominal cramps, anorexia; sedation, headache, nystagmus, dizziness, erythema multiforme, skin rash, weakness.";"Epilepsy; Epilepsy (Pediatric); Headache; Migraine Headache; Bipolar Disorder.";Anticonvulsants
Depval;Mersifarma TM;Valproic acid;Monotherapy or adjunctive therapy to partial epilepsy (simple & complex) & absence seizure (petit mal).;Hypersensitivity. Patients with significant hepatic disease or dysfunction, urea cycle disorder.;"Nausea, vomiting, GI disorder, diarrhea, stomach cramps, constipation, anorexia, lose body weight, increased appetite & body weight; sedation, tremor, ataxia, headache, nystagmus, diplopia, asterixis, dysarthria, dizziness, incoordination; hair loss.";"Epilepsy; Epilepsy (Pediatric); Headache; Migraine Headache; Bipolar Disorder; Rheumatic Fever - Acute.";Anticonvulsants
Dilantin;Pfizer;Phenytoin Na;"Prevention & treatment of seizures occurring during or following neurosurgery. Treatment of trigeminal neuralgia. SR cap: Control of generalized tonic-clonic (grand mal) & complex partial (psychomotor, temporal lobe) seizures. Injection: Control of status epilepticus of the tonic-clonic (grand mal) type. Prevention & treatment of seizures occurring during or following severe head injury. Treatment of migraine & certain psychoses; cardiac arrhythmias, digitalis intoxication & post-event treatment of MI.";Hypersensitivity to phenytoin or other hydantoins. Co-administration with delavirdine. Injection: Sinus bradycardia, SA block, second & third degree AV block, Adam-Stokes syndrome.;"Anaphylactoid reaction & anaphylaxis; nystagmus, ataxia, slurred speech, decreased coordination, mental confusion, cerebellar atrophy, dizziness, vertigo, insomnia, transient nervousness, motor twitchings, headache, paresthesia, somnolence, peripheral polyneuropathy; coarsening of the facial features, enlargement of the lips, gingival hyperplasia, hypertrichosis, Peyronie's disease; acute hepatic failure, toxic hepatitis, liver damage, vomiting, nausea, constipation; thrombocytopenia, leukopenia, granulocytopenia, agranulocytosis, pancytopenia with or without bone marrow suppression, macrocytosis, megaloblastic anemia, lymphadenopathy including benign lymph node hyperplasia, pseudolymphoma, lymphoma, Hodgkin's disease; hypersensitivity syndrome/drug reaction with eosinophilia & systemic symptoms, systemic lupus erythematosus, periarteritis nodosa, Ig abnormalities, angioedema; abnormal thyroid function test; scarlatiniform or morbilliform rashes, bullous, exfoliative, or purpuric dermatitis, lupus erythematosus, acute generalized exanthematous pustulosis, SJS, TEN, urticaria; taste perversion. SR cap: Bone fractures, osteomalacia, osteoporosis, hypocalcemia, hypophosphatemia, decreased levels of vit D metabolites. Injection: Asystole/cardiac arrest, bradycardia & hypotension; local irritation, inflammation, tenderness, necrosis, sloughing of skin; edema, discoloration & pain distal at injection site.";"Epilepsy; Epilepsy (Pediatric); Migraine Headache; Neuropathic Pain; Tachycardia.";Anticonvulsants
Epifri;Darya-Varia;Na valproate;Monotherapy or adjunctive therapy in partial seizures (elementary & complex) & absence seizures (petit mal seizures).;Hypersensitivity. Known urea cycle disorders. Hepatic disease or significant dysfunction.;"Headache, asthenia, fever, back pain, chest pain, malaise; nausea, vomiting, abdominal pain, diarrhea, anorexia, dyspepsia, constipation, increased appetite, flatulence, hematemesis, eructation, pancreatitis, periodontal abscess; somnolence, tremor, dizziness, diplopia, amblyopia/blurred vision, ataxia, nystagmus, emotional lability, abnormal thinking, amnesia, insomnia, nervousness, depression, anxiety, confusion, abnormal gait, paresthesia, hypertonia, incoordination, abnormal dreams, personality disorder; flu syndrome, infection, bronchitis, rhinitis, pharyngitis, dyspnea, sinusitis, increased cough, pneumonia, epistaxis; thrombocytopenia, ecchymosis, petechia; weight gain or loss, alopecia, peripheral edema, increased SGOT & SGPT; tinnitus, taste perversion, abnormal vision, deafness, otitis media; tachycardia, HTN, palpitation; myalgia, twitching, arthralgia, leg cramps, myasthenia; urinary incontinence, vaginitis, dysmenorrhea, amenorrhea, urinary frequency; rash, pruritis, dry skin.";"Epilepsy; Epilepsy (Pediatric); Headache; Migraine Headache; Bipolar Disorder; Rheumatic Fever - Acute.";Anticonvulsants
Epilepsan;Sanbe;Valproic acid;Monotherapy or adjunctive therapy on the treatment of partial seizures (simple & complex) & absence seizure (petit mal).;Hypersensitivity. Patients with significant hepatic disease or dysfunction, urea cycle disorder.;"Nausea, vomiting, indigestion, diarrhea, stomach cramps, constipation, anorexia with weight loss & increased appetite accompanied by weight gain; sedation, tremor, ataxia, headache, nystagmus, diplopia, asterixis, dysarthria, dizziness & incoordination; photosensitivity skin rash, generalized pruritus, erythema multiforme & SJS; emotional disorders, depression, psychosis, aggression, hyperactivity, & destructive behavior; weakness; thrombocytopenia, petechiae, bruising, hematoma formation & hemorrhage, lymphocytosis & hypofibrinogemia, leukopenia, eosinophilia, anemia, & bone marrow suppression; slight increases in serum conc of transaminases (eg, SGPT & SGOT) & LDH, increase in serum bilirubin & abnormal changes in other liver function tests; irregular menstruation & secondary amenorrhea, abnormal thyroid function tests; acute pancreatitis; hyperammonemia, hyperglycinemia; edema in extremities.";"Epilepsy; Epilepsy (Pediatric); Headache; Migraine Headache; Bipolar Disorder; Rheumatic Fever - Acute.";Anticonvulsants
Forlepsi ER;Yarindo Farmatama;Valproic acid;Acute or mixed manic episodes associated with bipolar disorder, with or without psychotic symptoms. Monotherapy & adjunctive therapy in adult & ped patients ≥10 year with complex partial seizures occurring either of single or in association with other types of seizures. Prophylaxis of migraine in adult.;Hypersensitivity. Hepatic disease or significant dysfunction. Known urea cycle disorders.;"Nausea, vomiting, indigestion, diarrhea, abdominal cramps, anorexia; sedation, headache, nystagmus, dizziness, erythema multiforme, skin rash, weakness.";"Epilepsy; Epilepsy (Pediatric); Headache; Migraine Headache; Bipolar Disorder; Rheumatic Fever - Acute.";Anticonvulsants / Drugs for Neuropathic Pain
Fycompa;Eisai;Perampanel;Adjunctive treatment of partial-onset seizures with or without secondarily generalised seizures in patients ≥12 year with epilepsy & primary generalised tonic-clonic seizures in patients ≥12 year with idiopathic generalised epilepsy.;Hypersensitivity.;"Dizziness, somnolence. Decreased or increased appetite; aggression, anger, anxiety, confusional state; ataxia, dysarthria, balance disorder, irritability; diplopia, blurred vision; vertigo; nausea; back pain; gait disturbance, fatigue; increased weight; fall.";"Epilepsy; Epilepsy (Pediatric).";Anticonvulsants
Gabatrop;Tropica Mas Pharma;Pregabalin;Peripheral & central neuropathic pain in adults. Adjunctive therapy in adults with partial seizures with or without secondary generalization. Generalized anxiety disorder in adults. Reduce pain in the management of fibromyalgia.;Hypersensitivity.;"Increased appetite; euphoric mood, confusion, libido decreased, irritability, depression, disorientation, insomnia; dizziness, somnolence; blurred vision, diplopia; vertigo; tachycardia; flushing, hot flushes; dyspnea, dry nose; dry mouth, constipation, flatulence, vomiting; sweating, red papules; muscle twitch, swollen joints, muscle cramps, myalgia, arthralgia, back pain, limb pain, muscle spasm; dysuria, urinary incontinence; erectile dysfunction; fatigue, peripheral oedema, feeling drunk, oedema, abnormal gait; increased weight.";"Anxiety; Epilepsy; Cancer Pain; Fibromyalgia; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Neuropathic Pain; Diabetes Mellitus.";Anticonvulsants / Drugs for Neuropathic Pain
Gabexal;Sandoz;Gabapentin;Adjunctive therapy in patients who cannot be controlled with single or combination antiepileptic drugs or with intolerance to antiepileptics in therapeutic doses. Simple & complex partial seizures with or without secondary tonic-clonic seizures. Neuropathic pain in adults ≥18 year.;Hypersensitivity.;Somnolence, dizziness, ataxia, fatigue, nystagmus, headache, tremor, diplopia, amblyopia, rhinitis, nausea & vomiting. Weight gain, increased appetite, fever, pharyngitis, dry mouth/throat, dysarthria, dyspepsia, diarrhea, constipation, abdominal pain, back pain, depression, insomnia, peripheral edema, cough, anxiety, mood swings, amnesia, myalgia, confusion, impotence, skin rash, itching, acne, fracture, leucopenia.;"Epilepsy; Epilepsy (Pediatric); Cancer Pain; Fibromyalgia; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Neuropathic Pain.";Anticonvulsants
Gamalix;Ifars;Pregabalin;Peripheral & central neuropathic pain in adults. As adjunctive therapy in adults with partial seizures with or without secondary generalization. Generalized anxiety disorder in adults. Reduce pain in the management of fibromyalgia.;Hypersensitivity.;"Increased appetite; euphoric mood, confusion, decreased libido, irritability, depression, disorientation, insomnia; dizziness, somnolence; blurred vision, diplopia; vertigo; tachycardia; flushing, hot flushes; dyspnea, dry nose; dry mouth, constipation, flatulence, vomiting; sweating, red papules; muscle twitch, swollen joints, muscle cramps, myalgia, arthralgia, back pain, limb pain, muscle spasm; dysuria, urinary incontinence; erectile dysfunction; fatigue, peripheral oedema, feeling drunk, oedema, abnormal gait; increased weight.";"Anxiety; Epilepsy; Cancer Pain; Fibromyalgia; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Neuropathic Pain; Diabetes Mellitus.";Anticonvulsants / Drugs for Neuropathic Pain
Gapenal;Dexa Medica;Gabapentin;Adjunctive therapy to standard antiepileptic drugs in patients not controlled with or intolerant to doses of antiepileptic drugs either single or in combination. Add-on therapy for simple & complex partial seizures & secondarily generalized tonic-clonic seizures.;Hypersensitivity.;"Drowsiness, dizziness or ataxia, fatigue, nystagmus, tremor, nervousness, dysarthria, amnesia, depression, twitching, abnormal coordination, headache, confusion, insomnia, abnormal thinking, emotional lability; dyspepsia, dry mouth or throat, constipation, dental abnormalities, increased appetite, nausea, vomiting, abdominal pain, diarrhea, anorexia; peripheral edema, vasodilation, HTN, hypotension, angina pectoris, peripheral vascular disorder, palpitation, tachycardia, heart murmur, generalized edema; rhinitis, pharyngitis, coughing, pneumonia, epistaxis, dyspnea; myalgia, arthralgia, back pain & fracture; pruritus or abrasion, rash or acne; leukopenia, purpura, anemia, thrombocytopenia; diplopia, amblyopia.";"Epilepsy; Epilepsy (Pediatric); Cancer Pain; Fibromyalgia; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Neuropathic Pain.";Anticonvulsants
Ikalep;Ikapharmindo;Divalproex Na;Petit mal epilepsy.;Hypersensitivity. Impaired liver function. Pregnancy.;"Nausea, vomiting, diarrhea, abdominal cramp, constipation, heartburn; sedation, tremor, headache, sleepiness, dizziness; alopecia; thrombocytopenia, hyperammonemia, depression, psychosis.";"Epilepsy; Epilepsy (Pediatric); Headache; Migraine Headache; Bipolar Disorder; Rheumatic Fever - Acute.";Anticonvulsants
